Sexe,age,Emploi,Telephone,statut_personnel,mois_pret_duree,historique de credit,but,Prix ( TND),personnes a charge,solde_d'epargne,duree_emploi,taux de versement ( par mois ) ,autres_debiteurs,Historique residence,propriete,logement,credits_existants,Score
Homme,24,resident non qualifie,26294619,Celibataire,12,rembourse,Electronique,4428,1,760,1 ans,4,rien,4 annees,l'epargne de la societe de construction,propre,1,0
Homme,30,independant de gestion,29226974,Celibataire,21,critique,voiture (neuve),25360,1,0,11 ans,4,rien,9 annees,inconnu/aucun,gratuitement,1,1
Homme,40,resident non qualifie,21184758,marie,12,rembourse,Electronique,2310,1,800,9 annees,3,garant,4 annees,immobilier,propre,2,0
Homme,28,employe qualifie,27591905,Celibataire,12,critique,meubles,7234,1,970,18 ans,1,rien,23 annees,autre,louer,3,0
Homme,63,resident non qualifie,28526771,Celibataire,12,critique,Electronique,3310,1,910,15 ans,2,rien,22 ans,immobilier,propre,2,0
Homme,52,employe qualifie,29671530,Celibataire,24,critique,Electronique,4446,1,4100,19 annees,4,rien,9 annees,l'epargne de la societe de construction,propre,2,0
Homme,37,employe qualifie,23935119,Celibataire,36,critique,voiture (neuve),7070,1,780,6 ans,4,rien,18 ans,autre,propre,2,0
Femme,25,employe qualifie,24870114,,18,rembourse,Electronique,7018,1,210,6 ans,4,garant,,immobilier,propre,1,0
Homme,38,independant de gestion,24748935,Celibataire,36,critique,voiture (occasion),11422,1,183530,8 annees,4,rien,8 mois,autre,propre,2,0
Femme,67,employe qualifie,29380482,,18,rembourse,reparations,7744,1,360,,2,rien,10 annees,autre,propre,1,0
Homme,25,employe qualifie,24684899,Celibataire,39,critique,Electronique,9866,1,550,6 ans,2,garant,0 mois,immobilier,propre,2,1
Homme,60,employe qualifie,24699739,Celibataire,24,critique,voiture (neuve),3880,1,46190,15 ans,4,rien,24 ans,immobilier,propre,1,0
Femme,23,resident non qualifie,26505606,,12,rembourse,voiture (neuve),1672,1,4000,4 mois,4,rien,3 mois,l'epargne de la societe de construction,propre,1,1
Homme,60,independant de gestion,24041792,divorce,20,rembourse,voiture (occasion),12936,1,0,,1,rien,12 ans,immobilier,propre,1,0
Homme,35,resident non qualifie,21284722,Celibataire,18,rembourse,Entreprise,3882,1,127650,1 ans,4,rien,11 mois,l'epargne de la societe de construction,propre,1,0
Homme,40,employe qualifie,24880250,Celibataire,22,rembourse,Electronique,5350,1,5540,10 annees,3,rien,14 ans,autre,propre,1,0
Homme,50,employe qualifie,23960327,Celibataire,48,retarde,education,12448,1,790,10 annees,4,rien,22 ans,inconnu/aucun,gratuitement,1,1
Homme,27,employe qualifie,21708457,Celibataire,40,critique,education,11996,1,760,3 annees,4,rien,2 annees,inconnu/aucun,propre,1,1
Femme,39,employe qualifie,23717889,,21,rembourse,Entreprise,2376,2,860,10 annees,2,rien,13 ans,l'epargne de la societe de construction,propre,1,1
Homme,41,independant de gestion,29136233,Celibataire,24,rembourse,voiture (occasion),12626,2,0,11 ans,3,rien,10 annees,autre,propre,1,0
Homme,32,employe qualifie,28457296,Celibataire,24,rembourse,meubles,6124,1,8800,16 ans,4,rien,1 ans,inconnu/aucun,louer,1,0
Femme,22,employe qualifie,28902413,,9,rembourse,meubles,4602,1,2790,10 mois,2,rien,18 ans,l'epargne de la societe de construction,louer,1,0
Homme,51,employe qualifie,25373261,Celibataire,18,rembourse,voiture (occasion),15022,2,0,7 ans,1,rien,21 ans,l'epargne de la societe de construction,gratuitement,1,1
Femme,22,resident non qualifie,24259004,,12,critique,meubles,2516,1,40,5 mois,2,rien,17 ans,l'epargne de la societe de construction,louer,2,0
Homme,54,employe qualifie,22931495,marie,24,retarde,voiture (neuve),1434,1,0,9 annees,4,rien,24 ans,autre,propre,2,0
Homme,35,chomeur non resident,26517248,Celibataire,9,rembourse,voiture (neuve),3098,1,0,6 mois,4,rien,3 mois,immobilier,propre,1,0
Homme,54,employe qualifie,22953377,Celibataire,24,critique,education,3194,2,230,10 annees,4,rien,7 ans,inconnu/aucun,gratuitement,2,0
Femme,48,resident non qualifie,20606986,,18,critique,Electronique,3590,1,790,8 annees,3,garant,11 ans,immobilier,louer,2,0
Femme,24,employe qualifie,26683208,,20,critique,meubles,8544,1,300,13 ans,1,rien,21 ans,l'epargne de la societe de construction,propre,2,0
Homme,35,employe qualifie,25671093,Celibataire,12,critique,Electronique,1952,1,0,11 ans,4,rien,21 ans,autre,propre,2,0
Femme,24,chomeur non resident,28183710,,12,rembourse,voiture (neuve),14944,1,0,,1,rien,10 mois,immobilier,louer,1,0
Homme,24,employe qualifie,26027243,Celibataire,36,rembourse,voiture (neuve),18542,1,400,6 ans,2,rien,,autre,propre,1,1
Homme,26,resident non qualifie,22061070,marie,6,rembourse,Electronique,1180,1,140,0 mois,3,rien,1 ans,immobilier,propre,1,0
Homme,65,employe qualifie,25343680,Celibataire,12,critique,Electronique,1860,1,0,8 annees,4,rien,10 annees,immobilier,propre,4,0
Homme,55,independant de gestion,20762760,Celibataire,42,entierement rembourse cette banque,voiture (occasion),18566,1,310,,1,rien,9 mois,inconnu/aucun,gratuitement,1,0
Femme,26,chomeur non resident,25353638,,15,entierement rembourse,voiture (neuve),3556,1,870,4 mois,2,rien,,immobilier,louer,2,1
Homme,26,employe qualifie,27309071,marie,8,rembourse,Entreprise,1814,1,60,6 mois,3,rien,0 mois,immobilier,propre,1,0
Homme,24,employe qualifie,25248273,Celibataire,36,critique,voiture (occasion),19258,1,340,6 ans,4,rien,15 ans,autre,propre,2,1
Homme,54,employe qualifie,22871206,Celibataire,48,rembourse,appareils electromenagers,6102,1,290,2 annees,3,rien,16 ans,autre,propre,1,1
Homme,46,employe qualifie,22440290,Celibataire,48,rembourse,voiture (neuve),7862,2,390,4 annees,4,rien,5 annees,inconnu/aucun,gratuitement,1,1
Homme,62,employe qualifie,26668438,divorce,6,rembourse,appareils electromenagers,2676,1,8510,1 ans,1,rien,15 ans,immobilier,propre,1,0
Homme,43,independant de gestion,25681347,divorce,36,rembourse,autres,31714,1,870,,2,codemandeur,3 annees,autre,propre,1,0
Homme,27,employe qualifie,23639305,marie,12,rembourse,voiture (neuve),2202,1,650,1 ans,3,rien,2 mois,immobilier,propre,2,0
Homme,24,employe qualifie,21711427,marie,12,rembourse,Electronique,6032,1,640,3 annees,3,rien,,autre,propre,1,0
Homme,41,employe qualifie,25728249,Celibataire,36,rembourse,meubles,5424,2,260,11 ans,2,rien,10 mois,l'epargne de la societe de construction,propre,1,1
Homme,47,resident non qualifie,28039314,Celibataire,8,critique,voiture (neuve),1462,1,510,9 annees,4,rien,14 ans,immobilier,propre,2,0
Homme,35,independant de gestion,24015924,divorce,18,critique,meubles,7560,1,370,4 mois,3,rien,8 mois,autre,propre,2,0
Homme,30,employe qualifie,27887578,marie,21,critique,voiture (neuve),3204,1,0,12 ans,4,rien,1 ans,autre,propre,2,0
Femme,33,employe qualifie,25645049,,18,critique,voiture (neuve),7932,1,50,9 annees,1,rien,23 annees,immobilier,louer,3,1
Homme,47,employe qualifie,27220308,Celibataire,36,rembourse,voiture (occasion),16670,1,0,8 annees,3,rien,12 ans,inconnu/aucun,gratuitement,1,1
Femme,23,employe qualifie,20521447,,18,rembourse,voiture (neuve),2432,1,470,11 mois,4,rien,1 ans,autre,louer,1,1
Homme,29,employe qualifie,27631643,Celibataire,45,entierement rembourse,Entreprise,23632,1,670,12 ans,2,rien,23 annees,autre,louer,2,1
Femme,25,resident non qualifie,28449850,,15,rembourse,Electronique,4654,1,380,2 mois,2,rien,4 annees,immobilier,propre,1,1
Homme,48,employe qualifie,21608106,Celibataire,12,entierement rembourse,voiture (neuve),2164,1,0,3 annees,4,rien,11 ans,autre,propre,2,1
Femme,21,employe qualifie,20946260,,12,rembourse,Electronique,1772,1,0,2 annees,4,rien,3 mois,autre,propre,1,0
Femme,23,resident non qualifie,22471091,,4,rembourse,meubles,1202,2,840,8 mois,1,rien,2 annees,immobilier,louer,1,0
Homme,63,employe qualifie,21813391,Celibataire,24,critique,voiture (occasion),5914,1,110,18 ans,4,rien,6 ans,l'epargne de la societe de construction,propre,2,0
Homme,46,employe qualifie,27667420,marie,24,critique,Electronique,5222,1,120,8 annees,4,codemandeur,1 ans,immobilier,propre,2,0
Homme,28,resident non qualifie,27401831,Celibataire,21,retarde,voiture (occasion),5986,1,180,2 annees,3,rien,4 mois,immobilier,propre,2,0
Homme,50,employe qualifie,24800559,Celibataire,24,entierement rembourse cette banque,Entreprise,3118,1,800,5 annees,4,rien,11 ans,autre,propre,1,0
Homme,47,employe qualifie,24033537,Celibataire,18,rembourse,meubles,6844,2,800,15 ans,4,rien,20 ans,l'epargne de la societe de construction,propre,3,0
Homme,35,employe qualifie,22929130,Celibataire,21,rembourse,meubles,7952,1,0,6 ans,2,rien,2 annees,autre,propre,1,0
Homme,68,employe qualifie,23720452,Celibataire,18,rembourse,voiture (neuve),13522,1,0,2 annees,2,rien,15 ans,autre,louer,2,1
Homme,28,employe qualifie,23946865,marie,24,rembourse,voiture (neuve),2498,1,470,2 mois,4,rien,11 mois,immobilier,propre,1,0
Homme,59,employe qualifie,23323949,Celibataire,9,rembourse,Electronique,2728,1,130,6 ans,3,rien,19 annees,immobilier,propre,1,0
Homme,57,resident non qualifie,23946826,Celibataire,12,rembourse,Electronique,1418,1,30,10 annees,4,rien,13 ans,immobilier,propre,1,1
Homme,33,employe qualifie,24363657,marie,20,critique,voiture (neuve),4470,1,40,3 annees,4,garant,7 mois,l'epargne de la societe de construction,louer,2,1
Homme,43,employe qualifie,24470769,Celibataire,24,critique,voiture (occasion),8084,1,0,7 ans,3,rien,6 ans,l'epargne de la societe de construction,propre,2,0
Homme,35,employe qualifie,25228825,Celibataire,15,critique,Electronique,2942,1,670,2 annees,4,rien,17 ans,inconnu/aucun,gratuitement,2,0
Homme,33,employe qualifie,23459181,marie,24,rembourse,voiture (neuve),2948,1,2330,8 mois,4,rien,3 annees,immobilier,propre,1,0
Femme,29,employe qualifie,26492774,,15,rembourse,voiture (neuve),7918,1,360,1 ans,3,rien,0 mois,l'epargne de la societe de construction,propre,1,1
Homme,28,employe qualifie,27364875,marie,18,retarde,Entreprise,4338,1,760,3 annees,4,rien,6 mois,autre,propre,1,1
Femme,35,employe qualifie,28076631,,24,rembourse,Electronique,4878,1,780,6 mois,4,rien,19 annees,immobilier,propre,1,1
Homme,32,resident non qualifie,28218887,Celibataire,27,critique,meubles,9052,2,110070,4 mois,4,rien,9 mois,immobilier,propre,2,0
Homme,25,resident non qualifie,24268306,Celibataire,10,rembourse,meubles,4420,1,20,3 annees,2,rien,2 mois,immobilier,louer,1,1
Femme,27,employe qualifie,26620408,,18,rembourse,Electronique,4778,1,610,3 mois,4,rien,,autre,propre,1,0
Homme,42,employe qualifie,26569172,Celibataire,12,critique,meubles,6662,1,780,9 annees,2,rien,11 ans,l'epargne de la societe de construction,propre,1,0
Homme,37,employe qualifie,23046762,Celibataire,36,rembourse,Entreprise,14818,1,0,11 ans,3,rien,8 mois,l'epargne de la societe de construction,propre,2,0
Femme,24,employe qualifie,23850935,,12,rembourse,meubles,1304,1,730,13 ans,4,rien,13 ans,l'epargne de la societe de construction,louer,1,0
Femme,40,employe qualifie,24047886,,36,retarde,meubles,15356,1,6200,6 ans,2,rien,8 annees,autre,propre,2,0
Homme,26,employe qualifie,21806987,Celibataire,24,critique,Entreprise,2764,1,2870,5 annees,4,rien,,immobilier,propre,2,0
Femme,24,employe qualifie,25682984,,15,rembourse,appareils electromenagers,1748,1,0,3 mois,4,rien,,immobilier,propre,1,0
Homme,29,resident non qualifie,27683854,Celibataire,12,rembourse,meubles,7180,2,980,3 annees,2,codemandeur,1 mois,l'epargne de la societe de construction,propre,1,0
Femme,40,employe qualifie,28740695,,11,critique,voiture (neuve),2644,1,181850,2 annees,4,rien,5 annees,autre,propre,2,0
Homme,36,independant de gestion,27168732,Celibataire,18,entierement rembourse cette banque,Electronique,3880,1,10,6 mois,3,codemandeur,22 ans,inconnu/aucun,gratuitement,1,0
Homme,28,employe qualifie,25256563,Celibataire,36,rembourse,Electronique,7190,1,610,9 annees,4,rien,3 mois,autre,propre,1,0
Homme,27,independant de gestion,22989653,Celibataire,9,rembourse,voiture (neuve),2844,1,310,7 mois,3,rien,11 mois,inconnu/aucun,gratuitement,1,1
Homme,48,employe qualifie,24715232,divorce,24,rembourse,voiture (occasion),18554,1,0,3 annees,2,rien,17 ans,inconnu/aucun,gratuitement,1,0
Homme,36,employe qualifie,23502666,Celibataire,30,critique,voiture (neuve),4362,1,0,7 ans,4,rien,17 ans,immobilier,propre,2,0
Femme,65,chomeur non resident,29051744,,18,critique,Electronique,2196,1,460,,4,rien,13 ans,autre,propre,2,0
Homme,43,employe qualifie,27286888,divorce,24,rembourse,meubles,8114,1,860,5 annees,3,rien,3 annees,autre,propre,1,1
Femme,53,employe qualifie,29565742,,12,rembourse,education,1590,1,530,2 mois,4,rien,7 ans,l'epargne de la societe de construction,propre,1,1
Homme,34,employe qualifie,21541173,Celibataire,24,critique,Entreprise,5650,2,0,7 ans,4,rien,3 annees,inconnu/aucun,propre,2,0
Homme,34,independant de gestion,25785950,Celibataire,36,critique,voiture (neuve),13228,1,900,14 ans,4,rien,15 ans,autre,propre,2,0
Homme,40,employe qualifie,28169130,Celibataire,28,entierement rembourse cette banque,voiture (occasion),15648,2,0,5 mois,3,garant,14 ans,immobilier,louer,2,0
Homme,43,independant de gestion,22748288,Celibataire,27,critique,Entreprise,4884,2,120,7 ans,4,rien,17 ans,autre,propre,4,0
Homme,38,resident non qualifie,24909170,Celibataire,12,critique,voiture (neuve),4342,1,50,2 annees,4,rien,10 annees,l'epargne de la societe de construction,propre,2,0
Homme,34,employe qualifie,21291815,Celibataire,36,critique,voiture (occasion),11600,1,630,1 ans,3,rien,6 ans,autre,propre,2,0
Homme,29,employe qualifie,28007518,Celibataire,18,critique,Electronique,2338,1,0,1 ans,4,rien,2 annees,l'epargne de la societe de construction,propre,2,0
Homme,31,independant de gestion,21431243,Celibataire,36,retarde,voiture (occasion),17894,2,0,7 ans,3,rien,11 mois,autre,propre,1,0
Femme,28,independant de gestion,22019430,,21,rembourse,Electronique,5212,1,110,7 mois,4,rien,22 ans,l'epargne de la societe de construction,louer,1,0
Homme,44,employe qualifie,22808462,divorce,20,critique,voiture (neuve),6970,1,0,4 mois,2,rien,13 ans,immobilier,propre,2,0
Homme,42,employe qualifie,29537603,Celibataire,36,critique,voiture (occasion),20954,1,0,15 ans,2,rien,7 ans,inconnu/aucun,gratuitement,2,0
Homme,20,independant de gestion,27155292,Celibataire,12,rembourse,Electronique,2214,2,280,1 ans,2,rien,11 mois,immobilier,louer,1,0
Homme,24,resident non qualifie,21606725,Celibataire,21,rembourse,voiture (neuve),7526,1,0,5 annees,2,codemandeur,6 mois,immobilier,propre,1,0
Homme,27,employe qualifie,24889150,marie,36,rembourse,education,7422,1,0,2 annees,2,rien,5 mois,autre,propre,1,0
Femme,46,resident non qualifie,24595153,,15,retarde,voiture (occasion),7188,1,640,7 mois,1,rien,8 mois,l'epargne de la societe de construction,propre,2,0
Femme,25,resident non qualifie,26385487,,24,critique,meubles,9472,1,500,0 mois,2,rien,23 annees,autre,propre,1,1
Femme,25,employe qualifie,21899096,,30,rembourse,Electronique,5982,1,0,8 annees,2,rien,22 ans,autre,propre,1,0
Homme,31,employe qualifie,26283346,Celibataire,24,entierement rembourse cette banque,Entreprise,6322,1,120,3 annees,4,rien,8 mois,l'epargne de la societe de construction,louer,1,1
Femme,32,independant de gestion,21670587,,48,entierement rembourse,autres,36848,1,740,2 annees,1,rien,4 mois,l'epargne de la societe de construction,propre,1,1
Homme,32,employe qualifie,25151741,Celibataire,10,rembourse,voiture (occasion),5696,2,2310,3 annees,1,codemandeur,5 mois,immobilier,propre,1,0
Homme,68,independant de gestion,20444929,Celibataire,6,rembourse,voiture (neuve),29792,1,920,18 ans,1,rien,22 ans,inconnu/aucun,propre,1,1
Homme,33,employe qualifie,27118573,divorce,24,rembourse,meubles,4718,1,4020,,1,rien,,l'epargne de la societe de construction,propre,1,1
Femme,28,employe qualifie,28585115,,18,critique,meubles,3634,1,270,3 annees,4,rien,4 mois,inconnu/aucun,propre,2,0
Homme,30,employe qualifie,20587185,Celibataire,12,rembourse,voiture (neuve),4004,2,590,6 ans,3,rien,16 ans,l'epargne de la societe de construction,louer,1,0
Homme,55,employe qualifie,28626823,divorce,24,entierement rembourse cette banque,meubles,13744,1,320,5 mois,2,rien,,l'epargne de la societe de construction,propre,1,1
Homme,46,employe qualifie,29170498,Celibataire,12,entierement rembourse cette banque,voiture (neuve),1394,1,240,3 mois,4,rien,3 mois,autre,propre,2,1
Homme,39,employe qualifie,20672671,Celibataire,48,rembourse,voiture (occasion),20594,2,450,5 annees,4,rien,9 annees,inconnu/aucun,gratuitement,3,1
Homme,58,employe qualifie,20957210,Celibataire,30,rembourse,Electronique,3734,1,0,12 ans,4,rien,14 ans,autre,propre,1,0
Homme,43,resident non qualifie,29408616,Celibataire,12,retarde,voiture (neuve),2688,2,840,2 annees,4,rien,9 mois,immobilier,propre,2,0
Homme,24,resident non qualifie,21506625,Celibataire,24,rembourse,meubles,3494,1,830,2 mois,4,codemandeur,,l'epargne de la societe de construction,propre,1,0
Femme,22,employe qualifie,28679195,,9,rembourse,Electronique,3340,1,600,10 mois,4,rien,8 mois,autre,propre,1,1
Homme,30,employe qualifie,21819341,Celibataire,9,critique,voiture (neuve),2448,1,170,1 ans,3,rien,,immobilier,propre,2,0
Homme,42,employe qualifie,29162072,Celibataire,12,critique,Electronique,1044,2,6320,8 annees,4,rien,23 annees,l'epargne de la societe de construction,propre,2,0
Homme,30,independant de gestion,25679400,Celibataire,30,retarde,Electronique,3838,1,3530,4 mois,4,rien,3 annees,inconnu/aucun,propre,2,1
Homme,30,independant de gestion,21582275,marie,6,rembourse,Electronique,4126,1,130,6 mois,4,rien,3 annees,autre,louer,1,0
Homme,42,employe qualifie,27503820,Celibataire,60,rembourse,education,12576,1,460,2 annees,4,rien,5 annees,inconnu/aucun,gratuitement,1,1
Homme,46,independant de gestion,24557608,Celibataire,24,critique,voiture (occasion),13684,2,0,3 annees,2,rien,17 ans,l'epargne de la societe de construction,propre,2,0
Homme,45,independant de gestion,23856447,Celibataire,12,rembourse,voiture (neuve),7054,2,0,2 mois,2,rien,1 ans,l'epargne de la societe de construction,propre,1,0
Femme,30,employe qualifie,22275688,,48,entierement rembourse,voiture (neuve),16716,1,5790,5 mois,1,rien,,autre,propre,2,0
Homme,31,employe qualifie,21378390,Celibataire,24,rembourse,Electronique,7242,1,4750,14 ans,2,rien,21 ans,autre,propre,2,1
Homme,40,chomeur non resident,23256920,marie,18,critique,Entreprise,7180,2,610,,3,rien,3 annees,autre,propre,3,0
Homme,24,employe qualifie,25053257,Celibataire,36,retarde,Entreprise,4290,1,700,7 ans,2,rien,,autre,propre,2,1
Femme,28,employe qualifie,27870954,,24,rembourse,voiture (occasion),8226,1,5950,0 mois,3,rien,11 ans,autre,louer,1,1
Femme,29,employe qualifie,22214956,,12,rembourse,voiture (neuve),3786,1,730,2 annees,4,garant,21 ans,l'epargne de la societe de construction,propre,1,0
Homme,49,resident non qualifie,20564725,Celibataire,30,critique,Electronique,7312,1,0,19 annees,4,rien,15 ans,l'epargne de la societe de construction,propre,2,0
Homme,37,resident non qualifie,24042888,Celibataire,9,critique,Electronique,2308,1,820,11 ans,2,rien,19 annees,immobilier,propre,3,0
Homme,45,resident non qualifie,22372059,Celibataire,28,rembourse,voiture (neuve),8012,1,890,1 ans,3,rien,0 mois,autre,propre,1,1
